,timestamp,vehicle_id,route_id,latitude,longitude
286,2018-12-07 08:00:30.000,MTA NYCT_6800,Q56,40.691431,-73.866453
287,2018-12-07 08:01:13.000,MTA NYCT_6805,B42,40.644505,-73.901595
288,2018-12-07 08:01:07.000,MTA NYCT_6804,B14,40.66769,-73.922694
289,2018-12-07 08:00:44.000,MTA NYCT_6802,B82,40.637204,-73.910639
290,2018-12-07 08:01:02.000,MTA NYCT_6809,Q24,40.679007,-73.880737
291,2018-12-07 08:00:47.000,MTA NYCT_6808,B17,40.660061,-73.928054
292,2018-12-07 08:00:44.000,MTA NYCT_2446,X37,40.677931,-74.002391
293,2018-12-07 08:01:10.000,MTA NYCT_2449,SIM34,40.615389,-74.134196
294,2018-12-07 08:00:47.000,MTA NYCT_6806,B82,40.602092,-73.993657
295,2018-12-07 08:01:09.000,MTA NYCT_2448,X37,40.63589,-74.026613
296,2018-12-07 08:01:08.000,MTA NYCT_2443,X38,40.703707,-74.016523
297,2018-12-07 08:00:40.000,MTA NYCT_2445,X27,40.704545,-74.015326
298,2018-12-07 08:00:52.000,MTA NYCT_2450,X28,40.592214,-73.992911
299,2018-12-07 08:00:49.000,MTA NYCT_2452,X38,40.612377,-74.012105
300,2018-12-07 08:00:44.000,MTA NYCT_2451,X27,40.643153,-74.019221
301,2018-12-07 08:00:49.000,MTA NYCT_2439,SIM4X,40.610775,-74.152068
302,2018-12-07 08:01:06.000,MTA NYCT_1105,B35,40.656757,-73.904462
303,2018-12-07 08:00:51.000,MTA NYCT_1107,B35,40.651613,-73.932757
304,2018-12-07 08:00:59.000,MTA NYCT_2432,SIM30,40.624561,-74.140994
305,2018-12-07 08:01:11.000,MTA NYCT_1101,B35,40.652457,-73.922429
306,2018-12-07 08:00:54.000,MTA NYCT_1102,B35,40.650489,-73.95661
307,2018-12-07 08:00:59.000,MTA NYCT_2421,SIM34,40.697426,-74.013794
308,2018-12-07 08:01:02.000,MTA NYCT_2423,SIM33,40.609799,-74.116583
309,2018-12-07 08:00:51.000,MTA NYCT_2430,SIM32,40.609044,-74.121189
310,2018-12-07 08:00:51.000,MTA NYCT_5524,M79-SBS,40.784575,-73.981712
311,2018-12-07 08:01:13.000,MTA NYCT_6855,Q46,40.733101,-73.762526
312,2018-12-07 08:00:48.000,MTA NYCT_5523,M34-SBS,40.74834,-73.984344
313,2018-12-07 08:00:52.000,MTA NYCT_6859,Q27,40.70523,-73.739794
314,2018-12-07 08:00:46.000,MTA NYCT_6858,Q46,40.71517,-73.831975
315,2018-12-07 08:01:01.000,MTA NYCT_6857,Q43,40.725327,-73.75304
316,2018-12-07 08:00:56.000,MTA NYCT_4200,Q20B,40.77938,-73.823391
317,2018-12-07 08:00:57.000,MTA NYCT_6863,Q46,40.719997,-73.808911
318,2018-12-07 08:01:03.000,MTA NYCT_5531,Bx12-SBS,40.857301,-73.864939
319,2018-12-07 08:00:56.000,MTA NYCT_5532,Bx12-SBS,40.862406,-73.896694
320,2018-12-07 08:01:03.000,MTA NYCT_6861,Q36,40.770654,-73.735815
321,2018-12-07 08:01:04.000,MTA NYCT_6845,Q2,40.713497,-73.780415
